path,ring,role,authority,read_write,runtime_consumed,test_covered
"docs/99_ARCHIVE/sessions/MEMORY_CORE_STABILIZATION_PLAN_vOmega6.md","governance/test","memory documentation","legacy/risk","read/metadata","risk","needs cross-ref"
"docs/99_ARCHIVE/sessions/MEMORY_MULTILAYER_ARCHITECTURE.md","governance/test","memory documentation","legacy/risk","read/metadata","risk","needs cross-ref"
"docs/99_ARCHIVE/sessions/MULTILAYER_MEMORY_QUICKSTART.md","governance/test","memory documentation","legacy/risk","read/metadata","risk","needs cross-ref"
"docs/99_ARCHIVE/sessions/SUPER_PROMPT_MEMORY_SINGULARITY_MEMORY_OS.md","governance/test","backend memory engine","legacy/risk","read/metadata","risk","needs cross-ref"
"docs/99_ARCHIVE/sessions/TITANE_UNIFIED_MEMORY_OS_V2_REPORT.md","governance/test","backend memory engine","legacy/risk","read/metadata","risk","needs cross-ref"
"docs/99_ARCHIVE/versions/v19/MEMORY_PROFILING_REPORT_v19.5.1.md","governance/test","memory documentation","legacy/risk","read/metadata","risk","needs cross-ref"
"docs/99_ARCHIVE/versions/v24/CHAT_MEMORY_AUDIO_AUDIT_v24.1.md","governance/test","memory documentation","legacy/risk","read/metadata","risk","needs cross-ref"
"docs/AUDIT_MEMORY_FIX_2026-03-26.md","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/MEMORY_CONSUMPTION_MAP.md","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/MEMORY_QA_CHECKLIST.md","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/MEMORY_SYSTEM.md","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/MIGRATION_GUIDE_MEMORY_v2.md","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/TITANE_OS/TITANE_UNIFIED_MEMORY_OS.md","governance/test","backend memory engine","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/api/functions/hooks.useChatMemory.html","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/api/functions/hooks.useMemoryCore.html","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/api/functions/hooks.useMemoryEngine.html","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/api/functions/stores.selectMemoryStats.html","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/api/functions/stores.useHasMemoryError.html","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/api/functions/stores.useIsMemoryLoaded.html","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/api/functions/stores.useMemoryActions.html","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/api/functions/stores.useMemoryError.html","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/api/functions/stores.useMemoryLoading.html","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/api/functions/stores.useMemoryLoadingState.html","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/api/functions/stores.useMemoryState.html","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/api/interfaces/hooks.IdentityMemoryRoot.html","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/api/interfaces/hooks.MemoryEntry.html","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/api/interfaces/hooks.MemoryHealth.html","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/api/interfaces/hooks.MemorySearchResult.html","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/api/interfaces/hooks.MemoryStats.html","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/api/interfaces/hooks.UseChatMemoryOptions.html","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/api/interfaces/hooks.UseChatMemoryReturn.html","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/api/interfaces/hooks.UseMemoryEngineReturn.html","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/api/interfaces/types.MemoryCollection.html","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/api/interfaces/types.MemoryEntry.html","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/api/interfaces/types.MemoryNode.html","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/api/interfaces/types.MemoryState.html","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/api/types/hooks.MemoryType.html","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/api/variables/stores.useMemoryEngineStore.html","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/api/variables/stores.useMemoryStore.html","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/architecture/MEMORY_AUTHORITY_MAP.md","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/canon/MEMORY_EVOLUTION_CANON.md","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/canon/MEMORY_GOVERNANCE_LEDGER.md","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/canon/MEMORY_GOVERNANCE_VALIDATION.md","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/canon/MEMORY_TRIAGE_INDEX.md","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/capabilities/memory-core-encryption.md","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/cognitive/MEMORY_RETRIEVAL_MATRIX.md","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/current/phases/completed/PHASE_2_VISION_MEMORY_COMPLETE.md","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/examples/memory.example.json","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/governance/MEMORY_SEAL_SPEC.md","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/memory-migration-report.txt","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/memory/MEMORYGRAPH_V2_SHADOW_PLAN.md","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/super-prompts/cognitive/SUPER_PROMPT_05_MEMORY_REFINEMENT.md","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/ui/desktop/UI_DESKTOP_MEMORY_E2E_INIT_REPAIR_CERTIFICATION_v55.md","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/ui/desktop/runtime/UI_DESKTOP_MEMORY_FINAL_RESULT_v56.md","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/ui/visual/UI_MEMORY_ERRORBOUNDARY_REPAIR_v80.md","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/user/features/memory.md","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"docs/user/tutorials/using-memory.md","governance/test","memory documentation","governance-doc","read/metadata","no/unknown","needs cross-ref"
"e2e/agents/memory-namespace-agent-proof.e2e.ts","governance/test","memory test","test","read/metadata","no/unknown","is-test"
"e2e/critical/chat-memory-knowledge-compliance.spec.ts","governance/test","memory test","test","read/metadata","no/unknown","is-test"
"e2e/critical/memory-injection.spec.ts","governance/test","memory test","test","read/metadata","no/unknown","is-test"
"e2e/desktop/chat-knowledge-competence-memory.wdio.test.js","governance/test","memory test","test","read/metadata","no/unknown","is-test"
"e2e/desktop/hybrid-memory-governed-export.wdio.test.js","governance/test","memory test","test","read/metadata","no/unknown","is-test"
"e2e/desktop/memory-conversations.wdio.test.js","governance/test","memory test","test","read/metadata","no/unknown","is-test"
"e2e/desktop/memory-dashboard-runtime-proof.wdio.test.js","governance/test","memory test","test","read/metadata","no/unknown","is-test"
"e2e/desktop/memory-namespace-isolation.wdio.test.js","governance/test","memory test","test","read/metadata","no/unknown","is-test"
"e2e/desktop/memory-page-complete.wdio.test.js","governance/test","memory test","test","read/metadata","no/unknown","is-test"
"e2e/desktop/memory-subtabs.wdio.test.js","governance/test","memory test","test","read/metadata","no/unknown","is-test"
"e2e/features/memory-tree-viewer.spec.ts","governance/test","memory test","test","read/metadata","no/unknown","is-test"
"evals/scorecards/v1/MEMORY_RETRIEVAL_QUALITY_SCORECARD.json","cross-ring","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"evals/scorecards/v1/MEMORY_TRUTH_SCORECARD.json","cross-ring","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"memory/cognitive.json","data/runtime","runtime memory json","runtime-data","read/write candidate","yes/candidate","needs cross-ref"
"memory/harmonics.json","data/runtime","runtime memory json","runtime-data","read/write candidate","yes/candidate","needs cross-ref"
"memory/ltm.json","data/runtime","runtime memory json","runtime-data","read/write candidate","yes/candidate","needs cross-ref"
"memory/memory-index.json","data/runtime","runtime memory json","runtime-data","read/write candidate","yes/candidate","needs cross-ref"
"memory/memory_core_state.json","data/runtime","runtime memory json","runtime-data","read/write candidate","yes/candidate","needs cross-ref"
"memory/mtm.json","data/runtime","runtime memory json","runtime-data","read/write candidate","yes/candidate","needs cross-ref"
"memory/optimization-report.json","data/runtime","runtime memory json","runtime-data","read/write candidate","yes/candidate","needs cross-ref"
"memory/singularity.json","data/runtime","runtime memory json","runtime-data","read/write candidate","yes/candidate","needs cross-ref"
"memory/stm.json","data/runtime","runtime memory json","runtime-data","read/write candidate","yes/candidate","needs cross-ref"
"memory/system_state.json","data/runtime","runtime memory json","runtime-data","read/write candidate","yes/candidate","needs cross-ref"
"proof_packs/_archive/pre-v34.0.7/MEMORY_TELEMETRY_ENV_LOCK_POISON_2026-04-18/GATE_REPORT.md","cross-ring","memory-related","legacy/risk","read/metadata","risk","needs cross-ref"
"proof_packs/_archive/pre-v34.0.7/MEMORY_TELEMETRY_ENV_LOCK_POISON_2026-04-18/ROLLBACK.md","cross-ring","memory-related","legacy/risk","read/metadata","risk","needs cross-ref"
"proof_packs/_archive/pre-v34.0.7/MEMORY_TELEMETRY_ENV_LOCK_POISON_2026-04-18/VERDICT.md","cross-ring","memory-related","legacy/risk","read/metadata","risk","needs cross-ref"
"reports/MEMORY_TELEMETRY_ENV_LOCK_POISON_2026-04-18.md","cross-ring","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"reports/memorygraph_shadow_comparison.md","cross-ring","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"scripts/checks/gate_memory_isolation.sh","governance/test","memory validator/gate","unknown","read/metadata","no/unknown","needs cross-ref"
"scripts/e2e/run-memory-chat-proof-ui.sh","governance/test","memory validator/gate","unknown","read/metadata","no/unknown","needs cross-ref"
"scripts/memory_profiling.sh","governance/test","memory validator/gate","unknown","read/metadata","no/unknown","needs cross-ref"
"scripts/validators/run_all_chat_memory_validators.sh","governance/test","memory validator/gate","unknown","read/metadata","no/unknown","needs cross-ref"
"scripts/validators/validate_chat_commands.sh","governance/test","memory validator/gate","unknown","read/write candidate","no/unknown","needs cross-ref"
"scripts/validators/validate_memory_persistence.sh","governance/test","memory validator/gate","unknown","read/write candidate","no/unknown","needs cross-ref"
"scripts/verify/verify_memory_integrity.sh","governance/test","memory validator/gate","unknown","read/metadata","no/unknown","needs cross-ref"
"scripts/verify_memory_integrity.sh","governance/test","memory validator/gate","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/data/memory/ltm/ltm_index.json","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/api/memory_api.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/chat_engine/memory.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/cognitive_learning/memory_builder.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/commands/memory_commands.rs","Ring 0-2 backend","memory-related","unknown","read/write candidate","no/unknown","needs cross-ref"
"src-tauri/src/commands/memory_compactor_commands.rs","Ring 0-2 backend","memory-related","unknown","read/write candidate","no/unknown","needs cross-ref"
"src-tauri/src/commands/memory_kv_commands.rs","Ring 0-2 backend","memory-related","unknown","read/write candidate","no/unknown","needs cross-ref"
"src-tauri/src/commands/memory_os.rs","Ring 0-2 backend","backend memory engine","unknown","read/write candidate","no/unknown","needs cross-ref"
"src-tauri/src/commands/memory_os_commands.rs","Ring 0-2 backend","backend memory engine","unknown","read/write candidate","no/unknown","needs cross-ref"
"src-tauri/src/commands/memory_system_commands.rs","Ring 0-2 backend","memory-related","unknown","read/write candidate","no/unknown","needs cross-ref"
"src-tauri/src/conversation_engine/memory.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/conversation_os/memory_context.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/core/modules/memory.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/cycle_engine/memory_integration.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/devtools/memory_inspector.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/digital_twin_v14_1/memory_bridge.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/engines/conversation_os/memory.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/engines/unified_memory/api.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/engines/unified_memory/embeddings.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/engines/unified_memory/ltm.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/engines/unified_memory/mod.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/engines/unified_memory/models.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/engines/unified_memory/mtm.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/engines/unified_memory/stm.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/engines/unified_memory/summarizer.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/engines/unified_memory/vector_store.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/healing/memory_validator.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/kernel/integrations/memory_bridge.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/memory/encryption.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/memory/mod.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/memory/model.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/memory/pool.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/memory/security.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/memory/storage.rs","Ring 0-2 backend","backend memory engine","canonical","read/write candidate","yes/candidate","needs cross-ref"
"src-tauri/src/memory/telemetry.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/memory/tests_storage.rs","Ring 0-2 backend","backend memory engine","canonical","read/write candidate","yes/candidate","is-test"
"src-tauri/src/memory_compactor.rs","Ring 0-2 backend","memory-related","unknown","read/write candidate","no/unknown","needs cross-ref"
"src-tauri/src/memory_evolution/commands.rs","Ring 0-2 backend","memory-related","unknown","read/write candidate","no/unknown","needs cross-ref"
"src-tauri/src/memory_evolution/memory_clusterer.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/memory_evolution/memory_compressor.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/memory_evolution/memory_growth.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/memory_evolution/memory_parser.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/memory_evolution/memory_patterns.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/memory_evolution/memory_stability.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/memory_evolution/memory_synthesizer.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/memory_evolution/memory_vectorizer.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/memory_evolution/mod.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/memory_os/api.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/memory_os/clustering.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/memory_os/commands.rs","Ring 0-2 backend","backend memory engine","canonical","read/write candidate","yes/candidate","needs cross-ref"
"src-tauri/src/memory_os/config.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/memory_os/consolidator.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/memory_os/core.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/memory_os/embeddings.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/memory_os/forgetting.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/memory_os/indexer.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/memory_os/ltm.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/memory_os/memory_os_bridge.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/memory_os/memory_signals.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/memory_os/memory_state.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/memory_os/mod.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/memory_os/mtm.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/memory_os/multimodal_memory.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/memory_os/semantic_search.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/memory_os/similarity.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/memory_os/stm.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/memory_os/tests_memory_system.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","is-test"
"src-tauri/src/memory_os/types.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/memory_os/vector_hnsw.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/memory_os/vector_index.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/memory_os/vector_store.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/memory_persistence.rs","Ring 0-2 backend","memory-related","unknown","read/write candidate","no/unknown","needs cross-ref"
"src-tauri/src/neural_memory/compaction.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/neural_memory/consolidation.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/neural_memory/evolution.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/neural_memory/forgetting.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/neural_memory/ltm.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/neural_memory/mod.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/neural_memory/mtm.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/neural_memory/stm.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/neural_memory/tests.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","is-test"
"src-tauri/src/neural_memory/vector.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","needs cross-ref"
"src-tauri/src/omega/memory_bridge.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/overdrive/memory_engine.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/persistence/memory_doctor.rs","Ring 0-2 backend","memory-related","unknown","read/write candidate","no/unknown","needs cross-ref"
"src-tauri/src/persistence/memory_health.rs","Ring 0-2 backend","memory-related","unknown","read/write candidate","no/unknown","needs cross-ref"
"src-tauri/src/system/memory.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/temporal_engine/integrations/memory_integration.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/types/memory.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/types/memory_chat.rs","Ring 0-2 backend","memory-related","unknown","read/metadata","no/unknown","needs cross-ref"
"src-tauri/src/unified_memory_v2/tests.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","is-test"
"src-tauri/src/unified_memory_v2/tests_simple.rs","Ring 0-2 backend","backend memory engine","canonical","read/metadata","yes/candidate","is-test"
"src-tauri/tests/twins_memory_bridge_test.rs","Ring 0-2 backend","memory-related","test","read/metadata","no/unknown","is-test"
"src-tauri/tests/unified_memory_tests.rs","Ring 0-2 backend","memory-related","test","read/metadata","no/unknown","is-test"
"src/__tests__/apps/devtools/sections/Memory.test.tsx","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/__tests__/apps/devtools/sections/__snapshots__/Memory.test.tsx.snap","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/__tests__/c4-memory.test.ts","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/__tests__/chat-memory-twins-omega-singularity.test.ts","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/__tests__/chatEngine-memory-integration.test.ts","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/__tests__/components/MemoryEvolutionCenter.test.tsx","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/__tests__/components/chat/MemoryDashboard.test.tsx","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/__tests__/components/devtools/MemoryTree.test.tsx","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/__tests__/components/sections/MemoryEvolutionSection.test.tsx","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/__tests__/components/sections/MemorySection.test.tsx","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/__tests__/e2e/ChatKnowledgeCompetenceMemory.e2e.test.tsx","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/__tests__/features/memory/MemoryCard.test.tsx","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/__tests__/features/memory/MemorySearch.test.tsx","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/__tests__/features/memory/MemoryVisualization.test.tsx","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/__tests__/features/memory/__snapshots__/MemoryCard.test.tsx.snap","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/__tests__/features/memory/__snapshots__/MemorySearch.test.tsx.snap","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/__tests__/features/memory/__snapshots__/MemoryVisualization.test.tsx.snap","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/__tests__/features/memory/memoryTreeData.test.ts","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/__tests__/hooks/useChatMemory.test.ts","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/__tests__/hooks/useMemory.test.tsx","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/__tests__/hooks/useMemoryCore.test.tsx","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/__tests__/hooks/usePersistentMemory.test.tsx","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/__tests__/memory-consumption-truth.test.ts","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/__tests__/memoryComponents.test.tsx","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/__tests__/modules/IdentityMemoryEvolutionCenter.test.tsx","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/__tests__/pages/Memory.test.tsx","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/__tests__/persistentMemory.test.ts","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/__tests__/services/ai/memoryIntegration.test.ts","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/__tests__/services/api/memory.test.ts","Ring 3-4 frontend","memory test","test","read/metadata","no/unknown","is-test"
"src/__tests__/services/chatMemoryCompactor.namespace.test.ts","Ring 3-4 frontend","canonical chat history persistence","canonical","read/write candidate","yes/candidate","is-test"
